author_id,birthdate,sign_date
453,15/7/1957,12/3/2010
454,19/6/1958,24/3/2001
455,14/1/1968,13/10/1984
456,15/10/1982,21/2/1992
457,12/1/1957,10/10/1986
458,11/2/2004,17/8/2018
459,7/7/1970,20/11/1980
460,16/11/1963,14/10/2013
461,24/8/1976,26/10/2006
462,21/7/1983,19/10/1991
463,7/4/1950,18/8/1957
464,21/10/1960,27/6/1997
465,16/11/1976,23/4/2014
466,3/7/1951,18/6/1976
467,28/2/2006,29/3/2018
468,26/10/1982,25/3/2011
469,16/6/1950,18/9/1988
470,1/10/1963,12/5/1999
471,7/5/1959,19/11/1984
472,17/3/1986,7/4/1990
473,26/5/1985,25/6/2005
474,26/7/1951,17/6/1973
475,7/12/1953,17/8/1995
476,28/10/1954,31/12/1993
477,31/7/1967,6/9/2010
478,9/1/1980,5/7/1990
479,5/9/1956,4/9/1994
480,10/6/1964,2/3/1992
481,23/2/1958,29/3/1988
482,4/10/2007,5/12/2018
483,4/2/1967,4/12/1974
484,30/1/1984,9/2/2010
485,30/8/1983,1/10/1999
486,23/12/1957,6/6/2012
487,14/6/1970,29/12/1986
488,10/10/1970,22/5/1991
489,2/9/1969,8/8/1995
490,19/6/1962,14/12/2019
491,18/6/1972,27/11/1998
492,21/8/1970,18/7/1975
493,20/3/1974,18/3/1982
494,26/11/1998,20/6/2007
495,15/8/2005,12/6/2019
496,11/9/1982,7/5/2019
497,7/12/1964,7/5/2005
498,18/7/2006,27/4/2010
499,18/9/1957,15/1/1974
500,3/6/1957,8/4/2014
501,17/11/2005,13/1/2013
502,18/9/1956,12/6/2014
503,2/11/1954,14/2/2016
504,24/6/1971,19/5/1994
505,28/9/1970,7/4/1999
506,14/9/1965,2/2/2016
507,19/4/1960,24/9/1984
508,19/11/1969,25/9/1995
509,26/12/1966,1/11/2019
510,29/4/1985,2/1/1997
511,28/6/1990,18/10/2020
512,2/6/1961,2/7/2005
513,3/12/1960,12/12/1964
514,11/1/1953,9/1/2020
515,19/3/1960,14/3/2000
516,12/9/1992,26/5/1999
517,29/4/1956,30/4/1996
518,8/8/1964,28/11/1975
519,19/9/1977,17/7/2017
520,3/6/1953,11/7/2004
521,15/3/2003,15/10/2010
522,21/12/1962,17/8/1994
523,22/12/1957,1/2/2016
524,20/3/1965,6/1/2012
525,10/9/1955,26/1/1970
526,30/8/1996,13/8/2014
527,7/10/2008,9/2/2015
528,11/5/1988,22/6/1989
529,9/5/1977,20/11/1990
530,26/3/1971,3/6/2018
531,21/9/1979,9/11/2019
532,18/11/1954,28/10/2011
533,21/3/1969,14/3/1982
534,3/2/1951,13/7/1973
535,27/6/1957,15/10/1965
536,25/8/1973,21/1/2016
537,1/5/1994,13/5/2013
538,10/1/1957,17/9/1969
539,25/9/1992,27/12/2001
540,12/8/1984,2/8/1985
541,21/12/1959,6/7/1983
542,23/6/1967,14/12/2011
543,29/9/1950,14/8/1952
544,25/5/1982,2/2/1988
545,7/10/1989,7/10/1992
546,17/5/1980,5/6/1995
547,24/8/1951,9/4/2020
548,22/12/1952,1/12/1956
549,11/10/2005,19/10/2006
550,17/4/1980,7/5/1995
551,1/8/1977,15/10/1996
552,5/2/1957,20/5/2000
553,26/12/1951,16/3/2009
554,31/3/2001,16/4/2009
555,24/6/1960,7/8/1973
556,19/12/1973,26/3/1998
557,3/1/1970,29/1/2013
558,8/2/1956,28/7/1997
559,12/4/1974,10/6/2007
560,10/8/1985,14/1/1997
561,29/10/2017,1/2/2020
562,23/1/1952,23/8/1996
563,25/6/1991,25/4/2014
564,23/5/1992,10/2/2013
565,4/4/1996,9/10/2015
566,28/3/1984,12/7/2005
567,29/9/1965,1/6/1996
568,9/8/1984,23/12/2001
569,18/6/1952,23/8/1987
570,27/9/1951,16/4/1954
571,7/2/1972,19/7/2000
572,25/2/1974,26/2/1993
573,15/5/1971,29/1/1978
574,15/11/2001,26/3/2004
575,21/9/1970,3/5/2014
576,9/3/1972,22/5/1988
577,5/8/1968,8/9/1974
578,1/10/1965,31/7/1986
579,8/11/2005,29/4/2013
580,21/2/1984,5/9/2009
581,7/9/1964,14/8/2014
582,23/10/1957,25/3/1973
583,8/4/1970,10/2/2019
584,15/4/1992,6/11/2018
585,26/6/1978,24/9/1989
586,12/1/1974,14/5/2001
587,23/7/2005,25/1/2017
588,12/2/1981,21/6/1994
589,9/3/2010,2/11/2019
590,4/3/1963,16/6/1990
591,25/11/1971,26/3/1974
592,21/5/1979,28/8/2016
593,26/12/1973,18/12/2001
594,11/4/1950,4/1/2001
595,9/10/1969,17/6/1981
596,3/12/1972,29/11/1989
597,4/8/1961,20/11/1997
598,7/4/1953,15/3/2016
599,24/1/1964,30/8/1990
600,31/7/1976,19/10/1982
601,24/2/1964,18/7/2018
602,20/10/1968,16/4/1972
603,7/10/1956,7/1/2013
604,2/12/1960,5/6/2011
605,27/2/1958,3/8/2012
606,18/9/1972,23/8/1986
607,30/9/1958,27/9/2011
608,29/11/1953,9/3/1954
609,22/6/1957,25/6/1973
610,16/8/1950,25/9/2020
611,24/3/1963,7/1/1987
612,23/9/1952,8/5/1957
613,30/6/1981,16/9/2002
614,27/7/1970,1/2/2004
615,12/12/1988,2/5/2008
616,28/8/1955,4/1/2017
617,5/4/1994,17/8/2019
618,22/3/1988,21/6/1995
619,6/8/1966,7/10/1972
620,5/7/1994,4/2/1998
621,10/8/1997,27/1/2000
622,11/3/1954,20/6/1981
623,18/5/2003,1/9/2006
624,15/5/1974,29/4/1988
625,26/12/1965,22/11/1982
626,30/5/1970,22/12/1979
627,27/2/1968,8/4/2015
628,5/4/1955,13/10/1962
629,10/5/1953,14/10/1995
630,2/4/1957,23/10/1977
631,12/7/1957,26/7/1989
632,18/4/1984,17/4/1997
633,25/3/1964,27/12/2010
634,25/8/1958,27/7/1980
635,29/1/1953,12/12/1988
636,12/12/1958,15/11/1969
637,17/5/1983,19/9/1995
638,4/11/1956,2/10/2018
639,22/4/1973,14/12/1985
640,4/1/1965,23/7/2005
641,25/7/1956,16/1/1984
642,19/12/1988,26/10/1991
643,14/3/1950,17/7/1987
644,20/12/1992,3/7/1994
645,20/12/1974,30/10/1981
646,24/12/1988,2/12/1995
647,20/8/2005,24/8/2006
648,9/1/1965,16/2/2004
649,27/9/1952,25/8/1963
650,2/2/1950,22/9/1975
651,17/6/1965,3/3/1999
652,28/11/1958,2/3/2019
653,24/3/1975,25/4/2004
654,26/3/1954,12/9/2019
655,28/10/1991,9/6/1999
656,3/5/1960,18/9/1981
657,23/7/1967,25/6/1971
658,3/5/1956,3/12/1982
659,6/11/1960,10/11/1969
660,2/1/1950,29/12/1966
661,18/11/1987,24/6/2008
662,9/1/1993,21/7/1998
663,22/3/1983,30/10/2005
664,26/4/1960,3/3/1974
665,24/5/1980,29/7/1989
666,18/11/1958,21/8/2002
667,3/3/1971,22/1/1988
668,7/10/1953,4/10/1967
669,31/7/1992,18/7/2001
670,17/2/1969,12/7/1981
671,12/1/1997,8/12/2012
672,9/2/1966,9/11/2000
673,27/3/2004,28/12/2015
674,20/9/1962,17/5/2002
675,16/2/1986,26/4/1997
676,15/7/1978,10/10/2014
677,6/1/1970,16/3/1978
678,17/12/1974,2/2/1994
679,19/7/2001,25/1/2006
680,8/5/1954,31/10/1964
681,19/12/2011,29/10/2019
682,2/5/1965,2/1/1977
683,4/11/1970,21/12/2018
684,20/10/1950,29/6/1982
685,30/5/1981,7/8/1998
686,3/5/2007,25/2/2017
687,28/10/1950,22/4/1974
688,29/4/1955,15/10/1970
689,5/12/1977,5/8/1991
690,10/2/1971,11/5/1996
691,12/1/1950,6/9/2017
692,12/11/1958,22/8/2019
693,15/10/1957,22/2/1969
694,28/10/1979,10/12/2018
695,10/6/1991,18/1/2017
696,14/10/1979,15/4/1995
697,29/9/1971,30/1/1975
698,13/11/1993,8/9/2003
699,23/3/1974,24/8/2013
700,14/5/1956,29/1/1999
701,24/12/1990,10/4/2018
702,19/1/1956,28/12/1987
703,22/10/1951,13/10/1961
704,24/1/1963,13/8/1997
705,18/5/2000,31/12/2013
706,17/9/1966,5/12/2010
707,27/10/1965,14/8/2014
708,29/5/1959,10/10/1981
709,9/6/1964,1/1/1985
710,10/5/1952,12/2/1983
711,16/9/2007,9/4/2013
712,30/6/1972,24/5/1983
713,26/9/1955,1/8/2007
714,13/10/2012,22/11/2017
715,24/4/1989,9/2/2001
716,6/3/1991,26/11/2020
717,7/2/1976,28/6/2011
718,4/9/1953,3/1/2015
719,21/6/1979,28/10/2011
720,12/11/1979,19/9/1984
721,2/3/1958,12/3/1959
722,25/2/1954,6/5/1954
723,16/9/1968,18/9/2019
724,8/4/1976,20/1/2004
725,18/5/1961,13/10/1999
726,9/11/1959,15/6/1973
727,9/2/1966,23/3/1991
728,3/10/1966,10/4/1982
729,20/4/1977,28/9/2016
730,23/2/1990,23/6/1995
731,13/2/1979,4/2/1989
732,14/6/2009,4/11/2011
733,26/8/2002,17/4/2008
734,24/7/1985,17/9/2005
735,24/11/1963,11/8/2020
736,30/5/1985,13/5/1992
737,20/4/1985,14/11/2017
738,6/6/1967,16/10/2002
739,5/2/1981,3/7/1989
740,27/12/1972,28/10/2012
741,23/12/1976,10/5/1979
742,24/8/1962,6/4/2017
743,11/10/1960,3/7/1990
744,7/7/1957,27/4/2015
745,16/8/1954,12/12/1981
746,7/12/1978,24/5/2008
747,12/9/1955,20/12/2011
748,22/5/1971,24/9/2018
749,16/1/1974,13/7/2012
750,28/5/1989,10/5/2020
751,24/6/1955,9/7/1995
752,20/4/1990,26/11/2016
753,23/5/1995,8/9/2007
754,13/5/1969,29/11/2014
755,28/3/1982,6/3/1993
756,10/10/1959,27/12/1978
757,3/6/1985,26/6/1997
758,25/12/1950,1/7/1970
759,10/10/1973,30/9/2017
760,7/9/1963,26/8/1996
761,24/1/1976,25/4/1977
762,10/4/1951,31/12/1953
763,27/8/1957,21/9/1996
764,2/11/1980,15/2/1991
765,3/6/2006,29/11/2019
766,28/11/1992,1/11/1999
767,15/3/2004,25/8/2008
768,11/1/1985,15/3/2001
769,13/2/1967,27/1/2006
770,15/10/1995,12/6/2018
771,16/12/1992,14/1/1995
772,30/10/1951,21/5/1984
773,13/2/1969,18/1/2020
774,24/6/1984,12/5/1986
775,1/3/1974,24/12/2008
776,16/7/1955,8/8/1982
777,19/5/1971,21/1/2003
778,4/2/1966,24/8/1984
779,6/4/1989,28/7/1989
780,19/10/1988,19/9/2004
781,26/9/1963,7/2/2005
782,5/8/1958,10/5/1996
783,28/11/1962,11/5/1965
784,10/1/1963,6/11/2010
785,2/3/1972,23/12/1984
786,11/3/1970,6/11/1996
787,22/8/2006,8/6/2010
788,23/6/2005,18/10/2015
789,17/8/1990,23/11/1992
790,14/7/1974,17/9/1976
791,11/8/1989,21/8/2019
792,22/7/1985,7/2/2005
793,11/5/1954,27/4/1975
794,12/6/1970,13/7/2003
795,20/6/1971,10/9/2007
796,7/4/1951,3/11/1961
797,6/8/1964,8/3/1967
798,9/12/1993,6/2/2005
799,25/12/1968,27/8/1987
800,16/1/1968,26/11/1989
801,25/8/1971,26/4/1991
802,30/8/1960,7/10/1972
803,23/11/1971,15/4/1989
804,18/3/1959,23/3/2000
805,2/12/1968,10/6/2005
806,7/3/1996,1/4/1997
807,27/7/1996,21/6/2018
808,29/12/1992,5/8/2004
809,22/7/1986,26/6/1995
810,30/4/1965,8/12/1987
811,6/5/2004,4/10/2004
812,27/11/1952,8/12/2012
813,27/2/1958,8/2/2006
814,7/12/1955,20/5/2006
815,26/3/1963,25/2/2008
816,26/3/1953,12/5/2015
817,4/2/1951,2/5/2010
818,27/8/1981,7/3/2007
819,28/2/1985,30/1/1995
820,2/6/1970,2/7/1971
821,26/9/1973,14/5/1975
822,27/12/1998,12/1/2005
823,7/7/2008,21/7/2020
824,28/9/1967,21/9/1975
825,8/6/1963,16/2/2017
826,18/3/1984,26/11/2009
827,28/2/1962,2/2/1984
828,24/12/1983,14/8/1986
829,16/2/2005,26/5/2012
830,28/8/1983,13/7/1987
831,15/1/1968,18/12/1994
832,8/4/1980,22/4/1991
833,21/1/1950,3/7/1959
834,28/3/1961,28/5/1976
835,4/6/1969,27/1/1993
836,29/4/1978,17/1/1995
837,18/10/1953,30/11/1967
838,21/7/1959,27/1/2019
839,14/9/1981,31/7/1997
840,8/2/1973,8/1/1977
841,13/12/1958,24/8/1993
842,10/8/1974,9/8/1996
843,16/1/1951,6/9/1983
844,20/6/1996,5/6/2006
845,11/2/1991,30/7/2008
846,7/2/1968,24/11/1975
847,4/1/1986,12/10/1987
848,27/4/1957,30/9/1962
849,24/4/1978,13/9/1988
850,29/1/2001,13/1/2009
851,31/1/1988,28/8/1992
852,6/5/1980,13/8/1993
853,25/2/1979,28/3/2016
854,22/3/1961,27/5/1980
855,22/1/1990,2/7/1996
856,22/10/1978,20/3/1981
857,5/12/1986,24/5/1995
858,9/3/2011,23/8/2018
859,24/7/1977,7/12/2002
860,18/4/1966,22/8/1993
861,8/11/1997,13/2/2019
862,26/8/1992,24/12/2017
863,14/7/1982,4/6/1992
864,24/10/1964,18/11/1977
865,8/9/1960,27/8/1992
866,25/6/1962,26/5/1964
867,27/7/1974,21/7/2004
868,3/1/1974,22/10/2013
869,24/12/1957,7/10/1986
870,9/6/1958,3/3/2003
871,30/12/1975,12/2/2014
872,14/1/1974,30/3/2008
873,30/1/1951,23/8/1994
